stage	event	scene	document	buffer	a	b	c
Event Dispatch Begin	472	0	39	39	8	42	0
State Mutation Complete	472	0	39	39	0	0	42
Event Dispatch Begin	473	0	39	39	1	42	0
State Mutation Complete	473	0	39	39	0	0	42
Event Dispatch Begin	474	0	39	39	8	42	0
State Mutation Complete	474	0	39	39	0	0	42
Event Dispatch Begin	475	0	39	39	1	42	0
State Mutation Complete	475	0	39	39	0	0	42
Event Dispatch Begin	476	0	39	39	8	42	0
State Mutation Complete	476	0	39	39	0	0	42
Atlas Publication Begin	477	46	40	40	113	0	0
Atlas Publication Complete	477	46	40	40	0	0	0
Event Dispatch Begin	477	0	39	39	5	42	0
Frame Build Begin	477	46	40	40	1148190720	1141309440	0
Frame Build Complete	477	46	40	40	119	113	0
Glyph Atlas Summary	477	46	40	40	125	0	75264
Layout Cache Summary	477	46	40	40	5	1	4480
State Mutation Complete	477	0	40	40	1	1	43
Text Summary	477	46	40	40	3	0	1
Visible Layout Begin	477	46	40	40	0	0	0
Visible Layout Complete	477	46	40	40	6	0	0
Event Dispatch Begin	478	0	40	40	8	43	0
State Mutation Complete	478	0	40	40	0	0	43
Event Dispatch Begin	479	0	40	40	1	43	0
State Mutation Complete	479	0	40	40	0	0	43
Event Dispatch Begin	480	0	40	40	8	43	0
State Mutation Complete	480	0	40	40	0	0	43
Event Dispatch Begin	481	0	40	40	1	43	0
State Mutation Complete	481	0	40	40	0	0	43
Event Dispatch Begin	482	0	40	40	8	43	0
State Mutation Complete	482	0	40	40	0	0	43
Event Dispatch Begin	483	0	40	40	1	43	0
State Mutation Complete	483	0	40	40	0	0	43
Event Dispatch Begin	484	0	40	40	8	43	0
State Mutation Complete	484	0	40	40	0	0	43
Event Dispatch Begin	485	0	40	40	1	43	0
State Mutation Complete	485	0	40	40	0	0	43
Event Dispatch Begin	486	0	40	40	8	43	0
State Mutation Complete	486	0	40	40	0	0	43
Atlas Publication Begin	487	47	41	41	114	0	0
Atlas Publication Complete	487	47	41	41	2	6144	1
Event Dispatch Begin	487	0	40	40	5	43	0
Frame Build Begin	487	47	41	41	1148190720	1141309440	0
Frame Build Complete	487	47	41	41	120	114	0
Glyph Atlas Summary	487	47	41	41	125	1	75264
Layout Cache Summary	487	47	41	41	5	1	4544
State Mutation Complete	487	0	41	41	1	1	44
Text Summary	487	47	41	41	3	1	1
Visible Layout Begin	487	47	41	41	0	0	0
Visible Layout Complete	487	47	41	41	6	0	0
Event Dispatch Begin	488	0	41	41	8	44	0
State Mutation Complete	488	0	41	41	0	0	44
Event Dispatch Begin	489	0	41	41	1	44	0
State Mutation Complete	489	0	41	41	0	0	44
Event Dispatch Begin	490	0	41	41	8	44	0
State Mutation Complete	490	0	41	41	0	0	44
Event Dispatch Begin	491	0	41	41	1	44	0
State Mutation Complete	491	0	41	41	0	0	44
Event Dispatch Begin	492	0	41	41	8	44	0
State Mutation Complete	492	0	41	41	0	0	44
Event Dispatch Begin	493	0	41	41	1	44	0
State Mutation Complete	493	0	41	41	0	0	44
Event Dispatch Begin	494	0	41	41	8	44	0
State Mutation Complete	494	0	41	41	0	0	44
Event Dispatch Begin	495	0	41	41	1	44	0
State Mutation Complete	495	0	41	41	0	0	44
Event Dispatch Begin	496	0	41	41	8	44	0
State Mutation Complete	496	0	41	41	0	0	44
Atlas Publication Begin	497	48	42	42	115	0	0
Atlas Publication Complete	497	48	42	42	0	0	0
Event Dispatch Begin	497	0	41	41	5	44	0
Frame Build Begin	497	48	42	42	1148190720	1141309440	0
Frame Build Complete	497	48	42	42	121	115	0
Glyph Atlas Summary	497	48	42	42	127	0	75264
Layout Cache Summary	497	48	42	42	5	1	4608
State Mutation Complete	497	0	42	42	1	1	45
Text Summary	497	48	42	42	3	0	1
Visible Layout Begin	497	48	42	42	0	0	0
Visible Layout Complete	497	48	42	42	6	0	0
Event Dispatch Begin	498	0	42	42	8	45	0
State Mutation Complete	498	0	42	42	0	0	45
Event Dispatch Begin	499	0	42	42	1	45	0
State Mutation Complete	499	0	42	42	0	0	45
Event Dispatch Begin	500	0	42	42	8	45	0
State Mutation Complete	500	0	42	42	0	0	45
Event Dispatch Begin	501	0	42	42	1	45	0
State Mutation Complete	501	0	42	42	0	0	45
Event Dispatch Begin	502	0	42	42	8	45	0
State Mutation Complete	502	0	42	42	0	0	45
Event Dispatch Begin	503	0	42	42	1	45	0
State Mutation Complete	503	0	42	42	0	0	45
Event Dispatch Begin	504	0	42	42	8	45	0
State Mutation Complete	504	0	42	42	0	0	45
Event Dispatch Begin	505	0	42	42	1	45	0
State Mutation Complete	505	0	42	42	0	0	45
Event Dispatch Begin	506	0	42	42	8	45	0
State Mutation Complete	506	0	42	42	0	0	45
Atlas Publication Begin	507	49	43	43	116	0	0
Atlas Publication Complete	507	49	43	43	0	0	0
Event Dispatch Begin	507	0	42	42	5	45	0
Frame Build Begin	507	49	43	43	1148190720	1141309440	0
Frame Build Complete	507	49	43	43	122	116	0
Glyph Atlas Summary	507	49	43	43	128	0	75264
Layout Cache Summary	507	49	43	43	5	1	4672
Native Actual Presentation Latency	507	0	0	0	45570750	0	0
Native Display Link Target Latency	507	0	0	0	12238333	0	0
Native Event Handler Latency	507	0	0	0	215042	0	0
Native Frame Queue Latency	507	0	0	0	3790209	0	0
Native GPU Terminal Observed Latency	507	0	0	0	12304083	0	0
Native Presentation Callback Lag	507	0	0	0	185917	0	0
Native Presented Handler Latency	507	0	0	0	45756667	0	0
Native Submission Latency	507	0	0	0	207166	0	0
Native Target Presentation Latency	507	0	0	0	45571583	0	0
Native Terminal Record Latency	507	0	0	0	12305167	0	0
State Mutation Complete	507	0	43	43	1	1	46
Text Summary	507	49	43	43	3	0	1
Visible Layout Begin	507	49	43	43	0	0	0
Visible Layout Complete	507	49	43	43	6	0	0
Event Dispatch Begin	508	0	43	43	8	46	0
State Mutation Complete	508	0	43	43	0	0	46
Event Dispatch Begin	509	0	43	43	1	46	0
State Mutation Complete	509	0	43	43	0	0	46
Event Dispatch Begin	510	0	43	43	8	46	0
State Mutation Complete	510	0	43	43	0	0	46
Event Dispatch Begin	511	0	43	43	1	46	0
State Mutation Complete	511	0	43	43	0	0	46
Event Dispatch Begin	512	0	43	43	8	46	0
State Mutation Complete	512	0	43	43	0	0	46
Event Dispatch Begin	513	0	43	43	1	46	0
State Mutation Complete	513	0	43	43	0	0	46
Event Dispatch Begin	514	0	43	43	8	46	0
State Mutation Complete	514	0	43	43	0	0	46
Event Dispatch Begin	515	0	43	43	1	46	0
State Mutation Complete	515	0	43	43	0	0	46
Event Dispatch Begin	516	0	43	43	8	46	0
State Mutation Complete	516	0	43	43	0	0	46
Atlas Publication Begin	517	50	44	44	117	0	0
Atlas Publication Complete	517	50	44	44	0	0	0
Event Dispatch Begin	517	0	43	43	5	46	0
Frame Build Begin	517	50	44	44	1148190720	1141309440	0
Frame Build Complete	517	50	44	44	123	117	0
Glyph Atlas Summary	517	50	44	44	129	0	75264
Layout Cache Summary	517	50	44	44	5	1	4736
State Mutation Complete	517	0	44	44	1	1	47
Text Summary	517	50	44	44	3	0	1
Visible Layout Begin	517	50	44	44	0	0	0
Visible Layout Complete	517	50	44	44	6	0	0
Event Dispatch Begin	518	0	44	44	8	47	0
State Mutation Complete	518	0	44	44	0	0	47
Event Dispatch Begin	519	0	44	44	1	47	0
State Mutation Complete	519	0	44	44	0	0	47
Event Dispatch Begin	520	0	44	44	8	47	0
State Mutation Complete	520	0	44	44	0	0	47
Event Dispatch Begin	521	0	44	44	1	47	0
State Mutation Complete	521	0	44	44	0	0	47
Event Dispatch Begin	522	0	44	44	8	47	0
State Mutation Complete	522	0	44	44	0	0	47
Event Dispatch Begin	523	0	44	44	1	47	0
State Mutation Complete	523	0	44	44	0	0	47
Event Dispatch Begin	524	0	44	44	8	47	0
State Mutation Complete	524	0	44	44	0	0	47
Event Dispatch Begin	525	0	44	44	1	47	0
State Mutation Complete	525	0	44	44	0	0	47
Event Dispatch Begin	526	0	44	44	8	47	0
State Mutation Complete	526	0	44	44	0	0	47
Atlas Publication Begin	527	51	45	45	118	0	0
Atlas Publication Complete	527	51	45	45	0	0	0
Event Dispatch Begin	527	0	44	44	5	47	0
Frame Build Begin	527	51	45	45	1148190720	1141309440	0
Frame Build Complete	527	51	45	45	124	118	0
Glyph Atlas Summary	527	51	45	45	130	0	75264
Layout Cache Summary	527	51	45	45	5	1	4800
State Mutation Complete	527	0	45	45	1	1	48
Text Summary	527	51	45	45	3	0	1
Visible Layout Begin	527	51	45	45	0	0	0
Visible Layout Complete	527	51	45	45	6	0	0
Event Dispatch Begin	528	0	45	45	8	48	0
State Mutation Complete	528	0	45	45	0	0	48
Event Dispatch Begin	529	0	45	45	1	48	0
State Mutation Complete	529	0	45	45	0	0	48
Event Dispatch Begin	530	0	45	45	8	48	0
State Mutation Complete	530	0	45	45	0	0	48
Event Dispatch Begin	531	0	45	45	1	48	0
State Mutation Complete	531	0	45	45	0	0	48
Event Dispatch Begin	532	0	45	45	8	48	0
State Mutation Complete	532	0	45	45	0	0	48
Event Dispatch Begin	533	0	45	45	1	48	0
State Mutation Complete	533	0	45	45	0	0	48
Event Dispatch Begin	534	0	45	45	8	48	0
State Mutation Complete	534	0	45	45	0	0	48
Event Dispatch Begin	535	0	45	45	1	48	0
State Mutation Complete	535	0	45	45	0	0	48
Event Dispatch Begin	536	0	45	45	8	48	0
State Mutation Complete	536	0	45	45	0	0	48
Atlas Publication Begin	537	52	46	46	119	0	0
Atlas Publication Complete	537	52	46	46	0	0	0
Event Dispatch Begin	537	0	45	45	5	48	0
Frame Build Begin	537	52	46	46	1148190720	1141309440	0
Frame Build Complete	537	52	46	46	125	119	0
Glyph Atlas Summary	537	52	46	46	131	0	75264
Layout Cache Summary	537	52	46	46	5	1	4864
State Mutation Complete	537	0	46	46	1	1	49
Text Summary	537	52	46	46	3	0	1
Visible Layout Begin	537	52	46	46	0	0	0
Visible Layout Complete	537	52	46	46	6	0	0
Event Dispatch Begin	538	0	46	46	8	49	0
State Mutation Complete	538	0	46	46	0	0	49
Event Dispatch Begin	539	0	46	46	1	49	0
State Mutation Complete	539	0	46	46	0	0	49
Event Dispatch Begin	540	0	46	46	8	49	0
State Mutation Complete	540	0	46	46	0	0	49
Event Dispatch Begin	541	0	46	46	1	49	0
State Mutation Complete	541	0	46	46	0	0	49
Event Dispatch Begin	542	0	46	46	8	49	0
State Mutation Complete	542	0	46	46	0	0	49
Event Dispatch Begin	543	0	46	46	1	49	0
State Mutation Complete	543	0	46	46	0	0	49
Event Dispatch Begin	544	0	46	46	8	49	0
State Mutation Complete	544	0	46	46	0	0	49
Event Dispatch Begin	545	0	46	46	1	49	0
State Mutation Complete	545	0	46	46	0	0	49
Event Dispatch Begin	546	0	46	46	8	49	0
State Mutation Complete	546	0	46	46	0	0	49
Atlas Publication Begin	547	53	47	47	120	0	0
Atlas Publication Complete	547	53	47	47	2	4352	1
Event Dispatch Begin	547	0	46	46	5	49	0
Frame Build Begin	547	53	47	47	1148190720	1141309440	0
Frame Build Complete	547	53	47	47	126	120	0
Glyph Atlas Summary	547	53	47	47	131	1	75264
Layout Cache Summary	547	53	47	47	5	1	4928
Native Actual Presentation Latency	547	0	0	0	45658625	0	0
Native Display Link Target Latency	547	0	0	0	12326208	0	0
Native Event Handler Latency	547	0	0	0	365334	0	0
Native Frame Queue Latency	547	0	0	0	3737125	0	0
Native GPU Terminal Observed Latency	547	0	0	0	12391667	0	0
Native Presentation Callback Lag	547	0	0	0	189917	0	0
Native Presented Handler Latency	547	0	0	0	45848459	0	0
Native Submission Latency	547	0	0	0	215167	0	0
Native Target Presentation Latency	547	0	0	0	45659458	0	0
Native Terminal Record Latency	547	0	0	0	12392917	0	0
State Mutation Complete	547	0	47	47	1	1	50
Text Summary	547	53	47	47	3	1	1
Visible Layout Begin	547	53	47	47	0	0	0
Visible Layout Complete	547	53	47	47	6	0	0
Event Dispatch Begin	548	0	47	47	8	50	0
State Mutation Complete	548	0	47	47	0	0	50
Event Dispatch Begin	549	0	47	47	1	50	0
State Mutation Complete	549	0	47	47	0	0	50
Event Dispatch Begin	550	0	47	47	8	50	0
State Mutation Complete	550	0	47	47	0	0	50
Event Dispatch Begin	551	0	47	47	1	50	0
State Mutation Complete	551	0	47	47	0	0	50
Event Dispatch Begin	552	0	47	47	8	50	0
State Mutation Complete	552	0	47	47	0	0	50
Event Dispatch Begin	553	0	47	47	1	50	0
State Mutation Complete	553	0	47	47	0	0	50
Event Dispatch Begin	554	0	47	47	8	50	0
State Mutation Complete	554	0	47	47	0	0	50
Event Dispatch Begin	555	0	47	47	1	50	0
State Mutation Complete	555	0	47	47	0	0	50
Event Dispatch Begin	556	0	47	47	8	50	0
State Mutation Complete	556	0	47	47	0	0	50
Atlas Publication Begin	557	54	48	48	121	0	0
Atlas Publication Complete	557	54	48	48	2	4352	1
Event Dispatch Begin	557	0	47	47	5	50	0
Frame Build Begin	557	54	48	48	1148190720	1141309440	0
Frame Build Complete	557	54	48	48	127	121	0
Glyph Atlas Summary	557	54	48	48	132	1	75264
Layout Cache Summary	557	54	48	48	5	1	4992
State Mutation Complete	557	0	48	48	1	1	51
Text Summary	557	54	48	48	3	1	1
Visible Layout Begin	557	54	48	48	0	0	0
Visible Layout Complete	557	54	48	48	6	0	0
Event Dispatch Begin	558	0	48	48	8	51	0
State Mutation Complete	558	0	48	48	0	0	51
Event Dispatch Begin	559	0	48	48	1	51	0
State Mutation Complete	559	0	48	48	0	0	51
Event Dispatch Begin	560	0	48	48	8	51	0
State Mutation Complete	560	0	48	48	0	0	51
Event Dispatch Begin	561	0	48	48	1	51	0
State Mutation Complete	561	0	48	48	0	0	51
Event Dispatch Begin	562	0	48	48	8	51	0
State Mutation Complete	562	0	48	48	0	0	51
Event Dispatch Begin	563	0	48	48	1	51	0
State Mutation Complete	563	0	48	48	0	0	51
Event Dispatch Begin	564	0	48	48	8	51	0
State Mutation Complete	564	0	48	48	0	0	51
Event Dispatch Begin	565	0	48	48	1	51	0
State Mutation Complete	565	0	48	48	0	0	51
Event Dispatch Begin	566	0	48	48	8	51	0
State Mutation Complete	566	0	48	48	0	0	51
Atlas Publication Begin	567	55	49	49	122	0	0
Atlas Publication Complete	567	55	49	49	0	0	0
Event Dispatch Begin	567	0	48	48	5	51	0
Frame Build Begin	567	55	49	49	1148190720	1141309440	0
Frame Build Complete	567	55	49	49	128	122	0
Glyph Atlas Summary	567	55	49	49	134	0	75264
Layout Cache Summary	567	55	49	49	5	1	5056
State Mutation Complete	567	0	49	49	1	1	52
Text Summary	567	55	49	49	3	0	1
Visible Layout Begin	567	55	49	49	0	0	0
Visible Layout Complete	567	55	49	49	6	0	0
Event Dispatch Begin	568	0	49	49	8	52	0
State Mutation Complete	568	0	49	49	0	0	52
Event Dispatch Begin	569	0	49	49	1	52	0
State Mutation Complete	569	0	49	49	0	0	52
Event Dispatch Begin	570	0	49	49	8	52	0
State Mutation Complete	570	0	49	49	0	0	52
Event Dispatch Begin	571	0	49	49	1	52	0
State Mutation Complete	571	0	49	49	0	0	52
Event Dispatch Begin	572	0	49	49	8	52	0
State Mutation Complete	572	0	49	49	0	0	52
Event Dispatch Begin	573	0	49	49	1	52	0
State Mutation Complete	573	0	49	49	0	0	52
Event Dispatch Begin	574	0	49	49	8	52	0
State Mutation Complete	574	0	49	49	0	0	52
Event Dispatch Begin	575	0	49	49	1	52	0
State Mutation Complete	575	0	49	49	0	0	52
Event Dispatch Begin	576	0	49	49	8	52	0
State Mutation Complete	576	0	49	49	0	0	52
Atlas Publication Begin	577	56	50	50	123	0	0
Atlas Publication Complete	577	56	50	50	2	4352	1
Event Dispatch Begin	577	0	49	49	5	52	0
Frame Build Begin	577	56	50	50	1148190720	1141309440	0
Frame Build Complete	577	56	50	50	129	123	0
Glyph Atlas Summary	577	56	50	50	134	1	75264
Layout Cache Summary	577	56	50	50	5	1	5120
State Mutation Complete	577	0	50	50	1	1	53
Text Summary	577	56	50	50	3	1	1
Visible Layout Begin	577	56	50	50	0	0	0
Visible Layout Complete	577	56	50	50	6	0	0
Event Dispatch Begin	578	0	50	50	8	53	0
State Mutation Complete	578	0	50	50	0	0	53
Event Dispatch Begin	579	0	50	50	1	53	0
State Mutation Complete	579	0	50	50	0	0	53
Event Dispatch Begin	580	0	50	50	8	53	0
State Mutation Complete	580	0	50	50	0	0	53
Event Dispatch Begin	581	0	50	50	1	53	0
State Mutation Complete	581	0	50	50	0	0	53
Event Dispatch Begin	582	0	50	50	8	53	0
State Mutation Complete	582	0	50	50	0	0	53
Event Dispatch Begin	583	0	50	50	1	53	0
State Mutation Complete	583	0	50	50	0	0	53
Event Dispatch Begin	584	0	50	50	8	53	0
State Mutation Complete	584	0	50	50	0	0	53
Event Dispatch Begin	585	0	50	50	1	53	0
State Mutation Complete	585	0	50	50	0	0	53
Event Dispatch Begin	586	0	50	50	8	53	0
State Mutation Complete	586	0	50	50	0	0	53
Atlas Publication Begin	587	57	51	51	124	0	0
Atlas Publication Complete	587	57	51	51	2	6144	1
Event Dispatch Begin	587	0	50	50	5	53	0
Frame Build Begin	587	57	51	51	1148190720	1141309440	0
Frame Build Complete	587	57	51	51	130	124	0
Glyph Atlas Summary	587	57	51	51	135	1	75264
Layout Cache Summary	587	57	51	51	5	1	5184
Native Actual Presentation Latency	587	0	0	0	45029750	0	0
Native Display Link Target Latency	587	0	0	0	11697458	0	0
Native Event Handler Latency	587	0	0	0	357834	0	0
Native Frame Queue Latency	587	0	0	0	3101542	0	0
Native GPU Terminal Observed Latency	587	0	0	0	11762209	0	0
Native Presentation Callback Lag	587	0	0	0	201208	0	0
Native Presented Handler Latency	587	0	0	0	45230917	0	0
Native Submission Latency	587	0	0	0	251000	0	0
Native Target Presentation Latency	587	0	0	0	45030708	0	0
Native Terminal Record Latency	587	0	0	0	11763375	0	0
State Mutation Complete	587	0	51	51	1	1	54
Text Summary	587	57	51	51	3	1	1
Visible Layout Begin	587	57	51	51	0	0	0
Visible Layout Complete	587	57	51	51	6	0	0
Event Dispatch Begin	588	0	51	51	8	54	0
State Mutation Complete	588	0	51	51	0	0	54
Event Dispatch Begin	589	0	51	51	1	54	0
State Mutation Complete	589	0	51	51	0	0	54
Event Dispatch Begin	590	0	51	51	8	54	0
State Mutation Complete	590	0	51	51	0	0	54
Event Dispatch Begin	591	0	51	51	1	54	0
State Mutation Complete	591	0	51	51	0	0	54
Event Dispatch Begin	592	0	51	51	8	54	0
State Mutation Complete	592	0	51	51	0	0	54
Event Dispatch Begin	593	0	51	51	1	54	0
State Mutation Complete	593	0	51	51	0	0	54
Event Dispatch Begin	594	0	51	51	8	54	0
State Mutation Complete	594	0	51	51	0	0	54
Event Dispatch Begin	595	0	51	51	1	54	0
State Mutation Complete	595	0	51	51	0	0	54
Event Dispatch Begin	596	0	51	51	8	54	0
State Mutation Complete	596	0	51	51	0	0	54
Atlas Publication Begin	597	58	52	52	125	0	0
Atlas Publication Complete	597	58	52	52	2	5632	1
Event Dispatch Begin	597	0	51	51	5	54	0
Frame Build Begin	597	58	52	52	1148190720	1141309440	0
Frame Build Complete	597	58	52	52	131	125	0
Glyph Atlas Summary	597	58	52	52	136	1	75264
Layout Cache Summary	597	58	52	52	5	1	5248
State Mutation Complete	597	0	52	52	1	1	55
Text Summary	597	58	52	52	3	1	1
Visible Layout Begin	597	58	52	52	0	0	0
Visible Layout Complete	597	58	52	52	6	0	0
Event Dispatch Begin	598	0	52	52	8	55	0
State Mutation Complete	598	0	52	52	0	0	55
Event Dispatch Begin	599	0	52	52	1	55	0
State Mutation Complete	599	0	52	52	0	0	55
Event Dispatch Begin	600	0	52	52	8	55	0
State Mutation Complete	600	0	52	52	0	0	55
Event Dispatch Begin	601	0	52	52	1	55	0
State Mutation Complete	601	0	52	52	0	0	55
Event Dispatch Begin	602	0	52	52	8	55	0
State Mutation Complete	602	0	52	52	0	0	55
Event Dispatch Begin	603	0	52	52	1	55	0
State Mutation Complete	603	0	52	52	0	0	55
Event Dispatch Begin	604	0	52	52	8	55	0
State Mutation Complete	604	0	52	52	0	0	55
Event Dispatch Begin	605	0	52	52	1	55	0
State Mutation Complete	605	0	52	52	0	0	55
Event Dispatch Begin	606	0	52	52	8	55	0
State Mutation Complete	606	0	52	52	0	0	55
Atlas Publication Begin	607	59	53	53	126	0	0
Atlas Publication Complete	607	59	53	53	0	0	0
Event Dispatch Begin	607	0	52	52	5	55	0
Frame Build Begin	607	59	53	53	1148190720	1141309440	0
Frame Build Complete	607	59	53	53	132	126	0
Glyph Atlas Summary	607	59	53	53	138	0	75264
Layout Cache Summary	607	59	53	53	5	1	5312
State Mutation Complete	607	0	53	53	1	1	56
Text Summary	607	59	53	53	3	0	1
Visible Layout Begin	607	59	53	53	0	0	0
Visible Layout Complete	607	59	53	53	6	0	0
Event Dispatch Begin	608	0	53	53	8	56	0
State Mutation Complete	608	0	53	53	0	0	56
Event Dispatch Begin	609	0	53	53	1	56	0
State Mutation Complete	609	0	53	53	0	0	56
Event Dispatch Begin	610	0	53	53	8	56	0
State Mutation Complete	610	0	53	53	0	0	56
Event Dispatch Begin	611	0	53	53	1	56	0
State Mutation Complete	611	0	53	53	0	0	56
Event Dispatch Begin	612	0	53	53	8	56	0
State Mutation Complete	612	0	53	53	0	0	56
Event Dispatch Begin	613	0	53	53	1	56	0
State Mutation Complete	613	0	53	53	0	0	56
Event Dispatch Begin	614	0	53	53	8	56	0
State Mutation Complete	614	0	53	53	0	0	56
Event Dispatch Begin	615	0	53	53	1	56	0
State Mutation Complete	615	0	53	53	0	0	56
Event Dispatch Begin	616	0	53	53	8	56	0
State Mutation Complete	616	0	53	53	0	0	56
Atlas Publication Begin	617	60	54	54	127	0	0
Atlas Publication Complete	617	60	54	54	2	6144	1
Event Dispatch Begin	617	0	53	53	5	56	0
Frame Build Begin	617	60	54	54	1148190720	1141309440	0
Frame Build Complete	617	60	54	54	133	127	0
Glyph Atlas Summary	617	60	54	54	138	1	75264
Layout Cache Summary	617	60	54	54	5	1	5376
Native Actual Presentation Latency	617	0	0	0	44750208	0	0
Native Display Link Target Latency	617	0	0	0	11417958	0	0
Native Event Handler Latency	617	0	0	0	365208	0	0
Native Frame Queue Latency	617	0	0	0	2818208	0	0
Native GPU Terminal Observed Latency	617	0	0	0	11488875	0	0
Native Presentation Callback Lag	617	0	0	0	263542	0	0
Native Presented Handler Latency	617	0	0	0	45014083	0	0
Native Submission Latency	617	0	0	0	244292	0	0
Native Target Presentation Latency	617	0	0	0	44751208	0	0
Native Terminal Record Latency	617	0	0	0	11490917	0	0
State Mutation Complete	617	0	54	54	1	1	57
Text Summary	617	60	54	54	3	1	1
Visible Layout Begin	617	60	54	54	0	0	0
Visible Layout Complete	617	60	54	54	6	0	0
Event Dispatch Begin	618	0	54	54	8	57	0
State Mutation Complete	618	0	54	54	0	0	57
Event Dispatch Begin	619	0	54	54	1	57	0
State Mutation Complete	619	0	54	54	0	0	57
Event Dispatch Begin	620	0	54	54	8	57	0
State Mutation Complete	620	0	54	54	0	0	57
Event Dispatch Begin	621	0	54	54	1	57	0
State Mutation Complete	621	0	54	54	0	0	57
Event Dispatch Begin	622	0	54	54	8	57	0
State Mutation Complete	622	0	54	54	0	0	57
Event Dispatch Begin	623	0	54	54	1	57	0
State Mutation Complete	623	0	54	54	0	0	57
Event Dispatch Begin	624	0	54	54	8	57	0
State Mutation Complete	624	0	54	54	0	0	57
Event Dispatch Begin	625	0	54	54	1	57	0
State Mutation Complete	625	0	54	54	0	0	57
Event Dispatch Begin	626	0	54	54	8	57	0
State Mutation Complete	626	0	54	54	0	0	57
Atlas Publication Begin	627	61	55	55	128	0	0
Atlas Publication Complete	627	61	55	55	0	0	0
Event Dispatch Begin	627	0	54	54	5	57	0
Frame Build Begin	627	61	55	55	1148190720	1141309440	0
Frame Build Complete	627	61	55	55	134	128	0
Glyph Atlas Summary	627	61	55	55	140	0	75264
Layout Cache Summary	627	61	55	55	5	1	5440
State Mutation Complete	627	0	55	55	1	1	58
Text Summary	627	61	55	55	3	0	1
Visible Layout Begin	627	61	55	55	0	0	0
Visible Layout Complete	627	61	55	55	6	0	0
Event Dispatch Begin	628	0	55	55	8	58	0
State Mutation Complete	628	0	55	55	0	0	58
Event Dispatch Begin	629	0	55	55	1	58	0
State Mutation Complete	629	0	55	55	0	0	58
Event Dispatch Begin	630	0	55	55	8	58	0
State Mutation Complete	630	0	55	55	0	0	58
Event Dispatch Begin	631	0	55	55	1	58	0
State Mutation Complete	631	0	55	55	0	0	58
Event Dispatch Begin	632	0	55	55	8	58	0
State Mutation Complete	632	0	55	55	0	0	58
Event Dispatch Begin	633	0	55	55	1	58	0
State Mutation Complete	633	0	55	55	0	0	58
Event Dispatch Begin	634	0	55	55	8	58	0
State Mutation Complete	634	0	55	55	0	0	58
Event Dispatch Begin	635	0	55	55	1	58	0
State Mutation Complete	635	0	55	55	0	0	58
Event Dispatch Begin	636	0	55	55	8	58	0
State Mutation Complete	636	0	55	55	0	0	58
Atlas Publication Begin	637	62	56	56	129	0	0
Atlas Publication Complete	637	62	56	56	2	5888	1
Event Dispatch Begin	637	0	55	55	5	58	0
Frame Build Begin	637	62	56	56	1148190720	1141309440	0
Frame Build Complete	637	62	56	56	135	129	0
Glyph Atlas Summary	637	62	56	56	140	1	75264
Layout Cache Summary	637	62	56	56	5	1	5504
State Mutation Complete	637	0	56	56	1	1	59
Text Summary	637	62	56	56	3	1	1
Visible Layout Begin	637	62	56	56	0	0	0
Visible Layout Complete	637	62	56	56	6	0	0
Event Dispatch Begin	638	0	56	56	8	59	0
State Mutation Complete	638	0	56	56	0	0	59
Event Dispatch Begin	639	0	56	56	1	59	0
State Mutation Complete	639	0	56	56	0	0	59
Event Dispatch Begin	640	0	56	56	8	59	0
State Mutation Complete	640	0	56	56	0	0	59
Event Dispatch Begin	641	0	56	56	1	59	0
State Mutation Complete	641	0	56	56	0	0	59
Event Dispatch Begin	642	0	56	56	8	59	0
State Mutation Complete	642	0	56	56	0	0	59
Event Dispatch Begin	643	0	56	56	1	59	0
State Mutation Complete	643	0	56	56	0	0	59
Event Dispatch Begin	644	0	56	56	8	59	0
State Mutation Complete	644	0	56	56	0	0	59
Event Dispatch Begin	645	0	56	56	1	59	0
State Mutation Complete	645	0	56	56	0	0	59
Event Dispatch Begin	646	0	56	56	8	59	0
State Mutation Complete	646	0	56	56	0	0	59
Atlas Publication Begin	647	63	57	57	130	0	0
Atlas Publication Complete	647	63	57	57	2	6144	1
Event Dispatch Begin	647	0	56	56	5	59	0
Frame Build Begin	647	63	57	57	1148190720	1141309440	0
Frame Build Complete	647	63	57	57	136	130	0
Glyph Atlas Summary	647	63	57	57	141	1	75264
Layout Cache Summary	647	63	57	57	5	1	5568
Native Actual Presentation Latency	647	0	0	0	45846333	0	0
Native Display Link Target Latency	647	0	0	0	12514125	0	0
Native Event Handler Latency	647	0	0	0	233708	0	0
Native Frame Queue Latency	647	0	0	0	4005541	0	0
Native GPU Terminal Observed Latency	647	0	0	0	12611417	0	0
Native Presentation Callback Lag	647	0	0	0	246208	0	0
Native Presented Handler Latency	647	0	0	0	46092958	0	0
Native Submission Latency	647	0	0	0	149375	0	0
Native Target Presentation Latency	647	0	0	0	45847375	0	0
Native Terminal Record Latency	647	0	0	0	12612792	0	0
State Mutation Complete	647	0	57	57	1	1	60
Text Summary	647	63	57	57	3	1	1
Visible Layout Begin	647	63	57	57	0	0	0
Visible Layout Complete	647	63	57	57	6	0	0
Event Dispatch Begin	648	0	57	57	8	60	0
State Mutation Complete	648	0	57	57	0	0	60
Event Dispatch Begin	649	0	57	57	1	60	0
State Mutation Complete	649	0	57	57	0	0	60
Event Dispatch Begin	650	0	57	57	8	60	0
